transaction_id,store_id,store_region,loyalty_flag,payment_type,total_quantity,distinct_products,transaction_value
TXN-0005682,ST-OTT-002,Eastern,N,Debit,6,3,69.49
TXN-0005683,ST-OTT-002,Eastern,N,Credit,5,4,53.69
TXN-0005684,ST-CAL-001,Western,N,Cash,4,2,63.53
TXN-0005685,ST-CAL-001,Western,N,Debit,4,2,66.94
TXN-0005686,ST-CAL-001,Western,N,Credit,7,5,75.76
TXN-0005687,ST-CAL-001,Western,Y,Credit,1,1,10.90
TXN-0005688,ST-CAL-001,Western,Y,Debit,3,2,50.22
TXN-0005689,ST-CAL-001,Western,Y,Credit,6,2,79.50
TXN-0005690,ST-CAL-001,Western,N,Credit,5,3,55.04
TXN-0005691,ST-CAL-001,Western,Y,Debit,1,1,4.28
TXN-0005692,ST-CAL-001,Western,Y,Mobile,5,3,37.11
TXN-0005693,ST-CAL-001,Western,Y,Cash,4,2,33.46
TXN-0005694,ST-CAL-001,Western,N,Credit,7,5,75.24
TXN-0005695,ST-CAL-001,Western,Y,Credit,1,1,3.25
TXN-0005696,ST-CAL-001,Western,Y,Debit,4,2,20.24
TXN-0005697,ST-CAL-001,Western,Y,Credit,4,3,25.83
TXN-0005698,ST-EDM-001,Western,Y,Credit,1,1,2.57
TXN-0005699,ST-EDM-001,Western,N,Cash,8,3,64.92
TXN-0005700,ST-EDM-001,Western,Y,Cash,3,1,31.14
TXN-0005701,ST-EDM-001,Western,Y,Cash,1,1,5.49
TXN-0005702,ST-EDM-001,Western,N,Credit,5,2,49.61
TXN-0005703,ST-EDM-001,Western,Y,Credit,5,2,23.15
TXN-0005704,ST-EDM-001,Western,N,Credit,7,6,64.46
TXN-0005705,ST-EDM-001,Western,Y,Credit,5,4,40.48
TXN-0005706,ST-EDM-001,Western,Y,Debit,4,4,16.12
TXN-0005707,ST-EDM-001,Western,Y,Credit,9,5,110.46
TXN-0005708,ST-EDM-001,Western,N,Cash,7,4,67.30
TXN-0005709,ST-EDM-001,Western,N,Credit,12,7,120.11
TXN-0005710,ST-EDM-001,Western,Y,Credit,1,1,3.13
TXN-0005711,ST-EDM-001,Western,Y,Debit,3,2,11.62
TXN-0005712,ST-TOR-001,Central,Y,Debit,5,3,46.51
TXN-0005713,ST-TOR-001,Central,Y,Debit,3,2,31.16
TXN-0005714,ST-TOR-001,Central,Y,Credit,1,1,11.68
TXN-0005715,ST-TOR-001,Central,Y,Debit,5,4,39.66
TXN-0005716,ST-TOR-001,Central,Y,Debit,5,4,36.42
TXN-0005717,ST-TOR-001,Central,Y,Debit,6,4,51.20
TXN-0005718,ST-TOR-001,Central,Y,Credit,2,1,22.46
TXN-0005719,ST-TOR-001,Central,Y,Debit,6,4,86.41
TXN-0005720,ST-TOR-001,Central,Y,Credit,2,1,23.46
TXN-0005721,ST-TOR-001,Central,N,Credit,3,2,24.00
TXN-0005722,ST-TOR-002,Central,Y,Credit,1,1,11.76
TXN-0005723,ST-TOR-002,Central,Y,Debit,1,1,12.35
TXN-0005724,ST-TOR-002,Central,Y,Credit,8,5,68.51
TXN-0005725,ST-TOR-002,Central,Y,Credit,2,2,25.26
TXN-0005726,ST-TOR-002,Central,Y,Debit,4,3,29.83
TXN-0005727,ST-TOR-002,Central,Y,Cash,10,7,111.15
TXN-0005728,ST-TOR-002,Central,Y,Debit,6,3,28.71
TXN-0005729,ST-TOR-002,Central,Y,Debit,7,4,41.71
TXN-0005730,ST-TOR-002,Central,Y,Debit,6,4,35.54
TXN-0005731,ST-TOR-002,Central,N,Credit,5,4,50.25
TXN-0005732,ST-TOR-002,Central,Y,Debit,4,2,26.53
TXN-0005733,ST-TOR-002,Central,Y,Cash,1,1,10.57
TXN-0005734,ST-TOR-002,Central,N,Credit,9,4,104.59
TXN-0005735,ST-TOR-002,Central,Y,Cash,5,2,68.55
TXN-0005736,ST-TOR-002,Central,Y,Credit,3,2,37.58
TXN-0005737,ST-SCA-001,Central,N,Credit,2,2,26.12
TXN-0005738,ST-SCA-001,Central,N,Credit,6,6,48.39
TXN-0005739,ST-SCA-001,Central,N,Credit,3,3,29.62
TXN-0005740,ST-SCA-001,Central,N,Cash,4,3,39.80
TXN-0005741,ST-SCA-001,Central,N,Credit,6,3,83.20
TXN-0005742,ST-SCA-001,Central,Y,Cash,9,7,84.12
TXN-0005743,ST-SCA-001,Central,Y,Credit,4,3,52.49
TXN-0005744,ST-SCA-001,Central,N,Mobile,1,1,13.75
TXN-0005745,ST-SCA-001,Central,Y,Cash,6,2,38.64
TXN-0005746,ST-SCA-001,Central,Y,Mobile,2,2,20.28
TXN-0005747,ST-SCA-001,Central,Y,Debit,2,1,6.32
TXN-0005748,ST-SCA-001,Central,Y,Credit,5,3,45.20
TXN-0005749,ST-SCA-001,Central,Y,Debit,3,3,21.28
TXN-0005750,ST-SCA-001,Central,N,Credit,6,3,15.56
TXN-0005751,ST-MIS-001,Central,N,Debit,2,2,11.61
TXN-0005752,ST-MIS-001,Central,Y,Debit,2,2,24.69
TXN-0005753,ST-MIS-001,Central,Y,Credit,5,3,67.66
TXN-0005754,ST-MIS-001,Central,Y,Cash,2,2,17.56
TXN-0005755,ST-MIS-001,Central,Y,Credit,3,3,24.06
TXN-0005756,ST-MIS-001,Central,N,Credit,2,2,13.76
TXN-0005757,ST-MIS-001,Central,Y,Credit,10,4,111.46
TXN-0005758,ST-MIS-001,Central,N,Cash,2,2,18.51
TXN-0005759,ST-MIS-001,Central,Y,Debit,11,5,107.51
TXN-0005760,ST-MIS-001,Central,N,Debit,4,2,16.08
TXN-0005761,ST-MIS-001,Central,Y,Debit,3,3,8.71
TXN-0005762,ST-MIS-001,Central,Y,Credit,9,4,64.08
TXN-0005763,ST-MIS-001,Central,Y,Cash,8,4,59.78
TXN-0005764,ST-MIS-001,Central,N,Debit,3,3,32.04
TXN-0005765,ST-BRA-001,Central,N,Credit,2,2,17.05
TXN-0005766,ST-BRA-001,Central,Y,Cash,10,5,63.09
TXN-0005767,ST-BRA-001,Central,N,Credit,4,3,29.74
TXN-0005768,ST-BRA-001,Central,N,Debit,4,3,59.70
TXN-0005769,ST-BRA-001,Central,Y,Debit,3,2,28.24
TXN-0005770,ST-BRA-001,Central,Y,Debit,5,4,60.42
TXN-0005771,ST-BRA-001,Central,Y,Credit,7,3,71.22
TXN-0005772,ST-BRA-001,Central,Y,Mobile,5,3,54.75
TXN-0005773,ST-BRA-001,Central,N,Credit,3,3,40.98
TXN-0005774,ST-HAM-001,Central,Y,Debit,7,4,70.76
TXN-0005775,ST-HAM-001,Central,Y,Credit,4,3,53.92
TXN-0005776,ST-HAM-001,Central,Y,Credit,7,4,97.55
TXN-0005777,ST-HAM-001,Central,Y,Debit,8,6,79.94
TXN-0005778,ST-HAM-001,Central,Y,Debit,4,2,16.69
TXN-0005779,ST-HAM-001,Central,Y,Debit,9,5,102.56
TXN-0005780,ST-HAM-001,Central,Y,Cash,7,4,76.36
TXN-0005781,ST-HAM-001,Central,Y,Debit,3,2,19.11
TXN-0005782,ST-HAM-001,Central,Y,Credit,2,1,29.72
TXN-0005783,ST-HAM-001,Central,Y,Credit,7,4,64.11
TXN-0005784,ST-HAM-001,Central,Y,Mobile,10,4,85.94
TXN-0005785,ST-HAM-001,Central,Y,Credit,3,3,20.61
TXN-0005786,ST-HAM-001,Central,Y,Credit,3,3,34.07
TXN-0005787,ST-KIT-001,Central,Y,Credit,8,4,72.33
TXN-0005788,ST-KIT-001,Central,Y,Debit,6,4,74.56
TXN-0005789,ST-KIT-001,Central,Y,Credit,1,1,5.51
TXN-0005790,ST-KIT-001,Central,Y,Debit,5,4,41.49
TXN-0005791,ST-KIT-001,Central,N,Debit,1,1,5.40
TXN-0005792,ST-KIT-001,Central,N,Debit,7,2,54.64
TXN-0005793,ST-KIT-001,Central,Y,Credit,8,5,89.60
TXN-0005794,ST-KIT-001,Central,Y,Credit,1,1,8.49
TXN-0005795,ST-KIT-001,Central,Y,Credit,4,3,15.52
TXN-0005796,ST-KIT-001,Central,Y,Cash,6,5,62.30
TXN-0005797,ST-LON-001,Central,Y,Credit,5,3,68.06
TXN-0005798,ST-LON-001,Central,N,Debit,3,2,18.56
TXN-0005799,ST-LON-001,Central,Y,Credit,1,1,16.90
TXN-0005800,ST-LON-001,Central,Y,Debit,5,3,60.12
TXN-0005801,ST-LON-001,Central,Y,Debit,5,4,53.39
TXN-0005802,ST-LON-001,Central,Y,Debit,4,2,21.98
TXN-0005803,ST-LON-001,Central,Y,Debit,2,2,8.67
TXN-0005804,ST-LON-001,Central,Y,Credit,6,4,51.39
TXN-0005805,ST-LON-001,Central,Y,Debit,7,5,56.68
TXN-0005806,ST-OTT-001,Eastern,Y,Debit,7,5,37.09
TXN-0005807,ST-OTT-001,Eastern,N,Debit,9,5,91.28
TXN-0005808,ST-OTT-001,Eastern,N,Debit,9,7,51.13
TXN-0005809,ST-OTT-001,Eastern,Y,Mobile,6,5,35.85
TXN-0005810,ST-OTT-001,Eastern,N,Debit,2,2,16.59
TXN-0005811,ST-OTT-001,Eastern,N,Credit,12,7,97.71
TXN-0005812,ST-OTT-001,Eastern,Y,Debit,2,2,18.22
TXN-0005813,ST-OTT-001,Eastern,Y,Credit,2,2,32.33
TXN-0005814,ST-OTT-001,Eastern,Y,Credit,11,5,105.41
TXN-0005815,ST-OTT-001,Eastern,Y,Credit,10,5,115.16
TXN-0005816,ST-OTT-001,Eastern,N,Debit,2,2,16.16
TXN-0005817,ST-OTT-001,Eastern,N,Debit,4,2,22.41
TXN-0005818,ST-OTT-001,Eastern,Y,Credit,5,4,36.14
TXN-0005819,ST-OTT-001,Eastern,Y,Debit,2,2,23.93
TXN-0005820,ST-OTT-001,Eastern,N,Debit,7,5,60.61
TXN-0005821,ST-OTT-001,Eastern,Y,Credit,2,2,15.69
TXN-0005822,ST-OTT-001,Eastern,N,Mobile,4,2,46.27
TXN-0005823,ST-OTT-001,Eastern,N,Credit,2,1,14.22
TXN-0005824,ST-OTT-001,Eastern,Y,Debit,4,4,24.16
TXN-0005825,ST-OTT-001,Eastern,Y,Credit,8,3,72.43
TXN-0005826,ST-OTT-001,Eastern,N,Credit,9,5,50.08
TXN-0005827,ST-OTT-002,Eastern,Y,Debit,5,4,25.77
TXN-0005828,ST-OTT-002,Eastern,Y,Cash,2,2,19.68
TXN-0005829,ST-OTT-002,Eastern,N,Credit,7,5,81.05
TXN-0005830,ST-OTT-002,Eastern,N,Debit,2,2,10.45
TXN-0005831,ST-OTT-002,Eastern,Y,Debit,4,4,33.67
TXN-0005832,ST-OTT-002,Eastern,N,Debit,6,4,35.65
TXN-0005833,ST-OTT-002,Eastern,Y,Debit,5,3,49.84
TXN-0005834,ST-OTT-002,Eastern,Y,Debit,6,4,50.86
TXN-0005835,ST-OTT-002,Eastern,Y,Credit,5,2,48.05
TXN-0005836,ST-OTT-002,Eastern,Y,Debit,12,5,97.01
TXN-0005837,ST-OTT-002,Eastern,Y,Credit,4,3,35.81
TXN-0005838,ST-OTT-002,Eastern,Y,Debit,2,2,8.57
TXN-0005839,ST-OTT-002,Eastern,N,Credit,6,4,54.87
TXN-0005840,ST-CAL-001,Western,Y,Credit,4,2,52.58
TXN-0005841,ST-CAL-001,Western,N,Credit,9,5,96.99
TXN-0005842,ST-CAL-001,Western,Y,Cash,5,2,55.28
TXN-0005843,ST-CAL-001,Western,Y,Cash,9,6,79.06
TXN-0005844,ST-CAL-001,Western,N,Debit,2,1,32.80
TXN-0005845,ST-CAL-001,Western,Y,Credit,2,1,32.42
TXN-0005846,ST-CAL-001,Western,N,Credit,5,3,59.48
TXN-0005847,ST-CAL-001,Western,Y,Cash,4,2,59.46
TXN-0005848,ST-CAL-001,Western,Y,Credit,3,3,34.01
TXN-0005849,ST-CAL-001,Western,N,Credit,5,3,57.43
TXN-0005850,ST-CAL-001,Western,Y,Debit,5,3,32.34
TXN-0005851,ST-CAL-001,Western,Y,Credit,4,3,35.91
TXN-0005852,ST-CAL-001,Western,Y,Debit,4,2,13.00
TXN-0005853,ST-CAL-001,Western,Y,Debit,3,3,31.92
TXN-0005854,ST-CAL-001,Western,Y,Credit,4,2,38.95
TXN-0005855,ST-CAL-001,Western,Y,Mobile,9,3,66.36
TXN-0005856,ST-CAL-001,Western,Y,Debit,5,3,56.52
TXN-0005857,ST-EDM-001,Western,Y,Debit,8,3,94.88
TXN-0005858,ST-EDM-001,Western,Y,Mobile,3,2,30.57
TXN-0005859,ST-EDM-001,Western,Y,Credit,2,2,17.19
TXN-0005860,ST-EDM-001,Western,Y,Credit,1,1,14.95
TXN-0005861,ST-EDM-001,Western,Y,Credit,6,3,54.84
TXN-0005862,ST-EDM-001,Western,N,Cash,3,2,47.46
TXN-0005863,ST-EDM-001,Western,N,Credit,4,3,28.11
TXN-0005864,ST-EDM-001,Western,N,Cash,5,3,27.73
TXN-0005865,ST-EDM-001,Western,N,Debit,2,2,22.88
TXN-0005866,ST-EDM-001,Western,N,Debit,3,3,28.58
TXN-0005867,ST-EDM-001,Western,Y,Debit,6,5,52.90
TXN-0005868,ST-EDM-001,Western,Y,Debit,3,2,20.86
TXN-0005869,ST-EDM-001,Western,Y,Debit,4,3,45.56
TXN-0005870,ST-EDM-001,Western,Y,Cash,4,3,34.14
TXN-0005871,ST-EDM-001,Western,Y,Credit,9,5,47.49
TXN-0005872,ST-EDM-001,Western,Y,Credit,4,4,38.93
TXN-0005873,ST-EDM-001,Western,Y,Credit,2,2,24.79
TXN-0005874,ST-EDM-001,Western,N,Credit,4,4,40.77
TXN-0005875,ST-EDM-001,Western,Y,Debit,4,3,31.42
TXN-0005876,ST-EDM-001,Western,Y,Credit,10,3,78.92
TXN-0005877,ST-EDM-001,Western,N,Credit,5,2,84.89
TXN-0005878,ST-EDM-001,Western,Y,Credit,4,3,41.87
TXN-0005879,ST-EDM-001,Western,N,Debit,2,2,12.15
TXN-0005880,ST-EDM-001,Western,Y,Debit,9,5,80.51
TXN-0005881,ST-TOR-001,Central,Y,Credit,3,3,19.92
TXN-0005882,ST-TOR-001,Central,Y,Mobile,1,1,17.72
TXN-0005883,ST-TOR-001,Central,Y,Cash,7,4,43.60
TXN-0005884,ST-TOR-001,Central,Y,Credit,5,2,27.89
TXN-0005885,ST-TOR-001,Central,Y,Credit,4,4,37.85
TXN-0005886,ST-TOR-001,Central,N,Credit,4,4,57.29
TXN-0005887,ST-TOR-001,Central,Y,Credit,3,3,40.53
TXN-0005888,ST-TOR-001,Central,Y,Debit,3,3,33.83
TXN-0005889,ST-TOR-001,Central,N,Credit,5,3,23.82
TXN-0005890,ST-TOR-002,Central,Y,Cash,6,3,40.78
TXN-0005891,ST-TOR-002,Central,Y,Cash,8,5,57.00
TXN-0005892,ST-TOR-002,Central,N,Debit,5,4,32.17
TXN-0005893,ST-TOR-002,Central,Y,Cash,4,1,21.56
TXN-0005894,ST-TOR-002,Central,Y,Mobile,4,3,12.84
TXN-0005895,ST-TOR-002,Central,Y,Credit,1,1,5.21
TXN-0005896,ST-TOR-002,Central,Y,Mobile,1,1,11.61
TXN-0005897,ST-TOR-002,Central,N,Debit,1,1,15.75
TXN-0005898,ST-TOR-002,Central,Y,Credit,5,5,55.78
TXN-0005899,ST-TOR-002,Central,Y,Credit,3,2,34.01
TXN-0005900,ST-TOR-002,Central,Y,Debit,7,4,49.93
TXN-0005901,ST-TOR-002,Central,N,Debit,8,4,124.71
TXN-0005902,ST-TOR-002,Central,N,Debit,3,3,15.92
TXN-0005903,ST-TOR-002,Central,Y,Cash,3,3,38.31
TXN-0005904,ST-SCA-001,Central,Y,Credit,4,4,45.54
TXN-0005905,ST-SCA-001,Central,N,Debit,6,3,44.78
TXN-0005906,ST-SCA-001,Central,Y,Credit,7,4,56.43
TXN-0005907,ST-SCA-001,Central,Y,Credit,1,1,5.26
TXN-0005908,ST-SCA-001,Central,Y,Credit,7,4,86.73
TXN-0005909,ST-SCA-001,Central,Y,Debit,2,1,4.56
TXN-0005910,ST-SCA-001,Central,N,Cash,8,7,72.30
TXN-0005911,ST-SCA-001,Central,Y,Debit,3,3,22.80
TXN-0005912,ST-SCA-001,Central,Y,Credit,5,3,61.90
TXN-0005913,ST-SCA-001,Central,N,Credit,2,2,22.85
TXN-0005914,ST-SCA-001,Central,N,Cash,6,3,35.44
TXN-0005915,ST-SCA-001,Central,N,Debit,7,4,37.93
TXN-0005916,ST-MIS-001,Central,Y,Credit,2,1,23.64
TXN-0005917,ST-MIS-001,Central,Y,Cash,4,2,45.64
TXN-0005918,ST-MIS-001,Central,Y,Credit,6,3,91.65
TXN-0005919,ST-MIS-001,Central,Y,Credit,5,3,33.35
TXN-0005920,ST-MIS-001,Central,Y,Cash,1,1,13.12
TXN-0005921,ST-MIS-001,Central,Y,Debit,3,3,39.80
TXN-0005922,ST-MIS-001,Central,N,Credit,6,5,63.14
TXN-0005923,ST-MIS-001,Central,N,Credit,3,2,36.50
TXN-0005924,ST-MIS-001,Central,Y,Mobile,7,4,87.25
TXN-0005925,ST-MIS-001,Central,Y,Debit,7,6,37.25
TXN-0005926,ST-MIS-001,Central,N,Cash,5,3,23.89
TXN-0005927,ST-MIS-001,Central,N,Debit,1,1,14.56
TXN-0005928,ST-MIS-001,Central,N,Credit,4,2,55.84
TXN-0005929,ST-MIS-001,Central,Y,Credit,9,4,86.93
TXN-0005930,ST-MIS-001,Central,Y,Credit,8,3,66.79
TXN-0005931,ST-MIS-001,Central,N,Debit,13,6,93.76
TXN-0005932,ST-BRA-001,Central,Y,Credit,2,1,24.58
TXN-0005933,ST-BRA-001,Central,Y,Debit,2,2,28.08
TXN-0005934,ST-BRA-001,Central,Y,Credit,4,4,58.20
TXN-0005935,ST-BRA-001,Central,Y,Credit,3,3,31.53
TXN-0005936,ST-BRA-001,Central,N,Debit,5,2,56.20
TXN-0005937,ST-BRA-001,Central,N,Credit,7,4,50.10
TXN-0005938,ST-BRA-001,Central,Y,Credit,1,1,4.39
TXN-0005939,ST-BRA-001,Central,Y,Debit,8,3,65.31
TXN-0005940,ST-BRA-001,Central,N,Debit,1,1,3.31
TXN-0005941,ST-BRA-001,Central,Y,Credit,2,1,30.50
TXN-0005942,ST-BRA-001,Central,Y,Credit,6,2,47.18
TXN-0005943,ST-BRA-001,Central,Y,Credit,1,1,7.75
TXN-0005944,ST-BRA-001,Central,N,Credit,4,3,43.01
TXN-0005945,ST-BRA-001,Central,Y,Credit,2,2,15.66
TXN-0005946,ST-BRA-001,Central,Y,Credit,7,4,84.01
TXN-0005947,ST-BRA-001,Central,Y,Cash,5,2,31.31
TXN-0005948,ST-HAM-001,Central,N,Credit,3,2,20.57
TXN-0005949,ST-HAM-001,Central,Y,Credit,1,1,15.13
TXN-0005950,ST-HAM-001,Central,N,Debit,5,3,48.16
TXN-0005951,ST-HAM-001,Central,N,Debit,3,3,27.03
TXN-0005952,ST-HAM-001,Central,Y,Debit,1,1,4.43
TXN-0005953,ST-HAM-001,Central,Y,Credit,2,2,27.62
TXN-0005954,ST-HAM-001,Central,N,Credit,1,1,4.26
TXN-0005955,ST-HAM-001,Central,Y,Debit,1,1,14.93
TXN-0005956,ST-HAM-001,Central,Y,Cash,4,3,42.53
TXN-0005957,ST-KIT-001,Central,N,Debit,3,3,33.68
TXN-0005958,ST-KIT-001,Central,Y,Cash,6,3,13.30
TXN-0005959,ST-KIT-001,Central,Y,Credit,4,2,60.00
TXN-0005960,ST-KIT-001,Central,Y,Credit,2,2,15.85
TXN-0005961,ST-KIT-001,Central,Y,Cash,3,2,28.83
TXN-0005962,ST-KIT-001,Central,Y,Debit,5,3,33.89
TXN-0005963,ST-KIT-001,Central,Y,Credit,1,1,11.89
TXN-0005964,ST-KIT-001,Central,N,Credit,4,3,66.06
TXN-0005965,ST-KIT-001,Central,Y,Debit,7,4,69.36
TXN-0005966,ST-KIT-001,Central,Y,Debit,5,3,43.87
TXN-0005967,ST-LON-001,Central,Y,Debit,1,1,3.14
TXN-0005968,ST-LON-001,Central,Y,Credit,9,6,70.50
TXN-0005969,ST-LON-001,Central,N,Debit,1,1,7.05
TXN-0005970,ST-LON-001,Central,N,Credit,7,4,71.99
TXN-0005971,ST-LON-001,Central,Y,Cash,6,3,60.27
TXN-0005972,ST-LON-001,Central,Y,Debit,1,1,3.29
TXN-0005973,ST-LON-001,Central,Y,Debit,15,6,87.96
TXN-0005974,ST-LON-001,Central,Y,Cash,10,4,51.30
TXN-0005975,ST-LON-001,Central,Y,Credit,3,2,35.34
TXN-0005976,ST-LON-001,Central,Y,Cash,3,3,22.83
TXN-0005977,ST-LON-001,Central,Y,Credit,7,4,90.89
TXN-0005978,ST-OTT-001,Eastern,Y,Credit,5,4,46.68
TXN-0005979,ST-OTT-001,Eastern,Y,Debit,4,3,24.11
TXN-0005980,ST-OTT-001,Eastern,Y,Mobile,3,2,12.36
TXN-0005981,ST-OTT-001,Eastern,N,Credit,4,3,30.79
TXN-0005982,ST-OTT-001,Eastern,Y,Credit,4,4,30.55
TXN-0005983,ST-OTT-001,Eastern,N,Credit,4,3,36.04
TXN-0005984,ST-OTT-001,Eastern,N,Credit,7,5,85.53
TXN-0005985,ST-OTT-001,Eastern,N,Credit,5,3,20.16
TXN-0005986,ST-OTT-001,Eastern,Y,Debit,4,3,32.76
TXN-0005987,ST-OTT-001,Eastern,Y,Debit,1,1,10.84
TXN-0005988,ST-OTT-001,Eastern,Y,Debit,4,3,32.28
TXN-0005989,ST-OTT-001,Eastern,Y,Credit,1,1,7.26
TXN-0005990,ST-OTT-001,Eastern,Y,Cash,8,4,40.84
TXN-0005991,ST-OTT-001,Eastern,Y,Credit,3,3,37.93
TXN-0005992,ST-OTT-002,Eastern,N,Debit,5,3,46.87
TXN-0005993,ST-OTT-002,Eastern,Y,Debit,4,4,21.81
TXN-0005994,ST-OTT-002,Eastern,N,Debit,7,3,96.38
TXN-0005995,ST-OTT-002,Eastern,N,Debit,2,2,32.00
TXN-0005996,ST-OTT-002,Eastern,Y,Debit,2,2,23.48
TXN-0005997,ST-OTT-002,Eastern,N,Credit,10,5,100.58
TXN-0005998,ST-OTT-002,Eastern,N,Debit,3,2,24.80
TXN-0005999,ST-OTT-002,Eastern,Y,Credit,5,3,39.48
TXN-0006000,ST-OTT-002,Eastern,Y,Mobile,9,5,51.66
TXN-0006001,ST-OTT-002,Eastern,Y,Cash,5,4,46.50
TXN-0006002,ST-OTT-002,Eastern,Y,Mobile,9,4,46.76
TXN-0006003,ST-OTT-002,Eastern,Y,Debit,3,2,21.80
TXN-0006004,ST-OTT-002,Eastern,Y,Credit,4,3,22.11
TXN-0006005,ST-OTT-002,Eastern,N,Cash,2,1,4.52
TXN-0006006,ST-OTT-002,Eastern,Y,Credit,3,3,35.88
TXN-0006007,ST-OTT-002,Eastern,Y,Debit,10,6,62.23
TXN-0006008,ST-OTT-002,Eastern,Y,Debit,4,2,52.57
TXN-0006009,ST-OTT-002,Eastern,N,Mobile,5,3,60.70
TXN-0006010,ST-CAL-001,Western,Y,Cash,6,5,53.58
TXN-0006011,ST-CAL-001,Western,Y,Cash,4,2,15.31
TXN-0006012,ST-CAL-001,Western,N,Debit,4,3,50.97
TXN-0006013,ST-CAL-001,Western,N,Credit,5,2,74.55
TXN-0006014,ST-CAL-001,Western,Y,Credit,5,3,21.54
TXN-0006015,ST-CAL-001,Western,Y,Cash,6,3,56.76
TXN-0006016,ST-CAL-001,Western,N,Debit,9,4,88.19
TXN-0006017,ST-CAL-001,Western,Y,Cash,2,1,30.34
TXN-0006018,ST-CAL-001,Western,N,Mobile,6,4,25.59
TXN-0006019,ST-CAL-001,Western,N,Credit,4,3,34.42
TXN-0006020,ST-CAL-001,Western,Y,Credit,9,5,84.93
TXN-0006021,ST-CAL-001,Western,Y,Credit,5,3,55.15
TXN-0006022,ST-CAL-001,Western,Y,Debit,7,4,68.72
TXN-0006023,ST-CAL-001,Western,Y,Debit,12,6,61.82
TXN-0006024,ST-CAL-001,Western,Y,Mobile,6,3,22.85
TXN-0006025,ST-CAL-001,Western,Y,Credit,12,6,87.34
TXN-0006026,ST-CAL-001,Western,N,Mobile,7,3,65.24
TXN-0006027,ST-CAL-001,Western,N,Cash,1,1,17.60
TXN-0006028,ST-CAL-001,Western,Y,Credit,6,3,61.54
TXN-0006029,ST-CAL-001,Western,Y,Credit,2,2,17.94
TXN-0006030,ST-CAL-001,Western,N,Debit,3,2,16.76
TXN-0006031,ST-CAL-001,Western,N,Mobile,4,2,62.40
TXN-0006032,ST-CAL-001,Western,N,Debit,8,3,80.80
TXN-0006033,ST-EDM-001,Western,Y,Mobile,2,2,17.66
TXN-0006034,ST-EDM-001,Western,N,Cash,4,2,35.74
TXN-0006035,ST-EDM-001,Western,N,Credit,3,2,39.61
TXN-0006036,ST-EDM-001,Western,Y,Debit,5,4,53.09
TXN-0006037,ST-EDM-001,Western,N,Mobile,9,6,68.01
TXN-0006038,ST-EDM-001,Western,N,Credit,2,1,27.28
TXN-0006039,ST-EDM-001,Western,N,Cash,5,4,42.08
TXN-0006040,ST-EDM-001,Western,Y,Credit,5,2,69.76
TXN-0006041,ST-EDM-001,Western,Y,Credit,6,6,39.47
TXN-0006042,ST-EDM-001,Western,Y,Debit,10,5,112.08
TXN-0006043,ST-EDM-001,Western,Y,Credit,3,3,38.13
TXN-0006044,ST-EDM-001,Western,Y,Debit,5,3,28.66
TXN-0006045,ST-TOR-001,Central,N,Cash,8,4,84.56
TXN-0006046,ST-TOR-001,Central,Y,Credit,4,3,44.75
TXN-0006047,ST-TOR-001,Central,Y,Debit,3,3,36.05
TXN-0006048,ST-TOR-001,Central,N,Debit,5,5,28.89
TXN-0006049,ST-TOR-001,Central,Y,Cash,3,3,31.22
TXN-0006050,ST-TOR-001,Central,Y,Cash,7,4,68.22
TXN-0006051,ST-TOR-001,Central,Y,Cash,2,1,12.14
TXN-0006052,ST-TOR-001,Central,N,Debit,3,2,40.98
TXN-0006053,ST-TOR-001,Central,Y,Debit,2,1,6.04
TXN-0006054,ST-TOR-001,Central,N,Debit,12,5,97.68
TXN-0006055,ST-TOR-001,Central,Y,Debit,4,3,42.72
TXN-0006056,ST-TOR-001,Central,Y,Debit,1,1,13.61
TXN-0006057,ST-TOR-001,Central,Y,Debit,3,3,20.44
TXN-0006058,ST-TOR-001,Central,Y,Credit,6,4,47.36
TXN-0006059,ST-TOR-001,Central,Y,Credit,5,3,48.73
TXN-0006060,ST-TOR-001,Central,Y,Debit,1,1,3.24
TXN-0006061,ST-TOR-002,Central,Y,Debit,3,2,14.38
TXN-0006062,ST-TOR-002,Central,N,Credit,9,4,106.03
TXN-0006063,ST-TOR-002,Central,Y,Credit,7,4,67.60
TXN-0006064,ST-TOR-002,Central,Y,Cash,2,2,24.88
TXN-0006065,ST-TOR-002,Central,Y,Credit,6,4,81.65
TXN-0006066,ST-TOR-002,Central,Y,Credit,5,3,47.66
TXN-0006067,ST-TOR-002,Central,N,Cash,7,5,108.31
TXN-0006068,ST-TOR-002,Central,N,Credit,6,3,75.25
TXN-0006069,ST-TOR-002,Central,Y,Cash,6,4,70.49
TXN-0006070,ST-TOR-002,Central,Y,Debit,5,3,33.81
TXN-0006071,ST-TOR-002,Central,Y,Mobile,5,2,68.74
TXN-0006072,ST-TOR-002,Central,Y,Credit,2,2,19.02
TXN-0006073,ST-TOR-002,Central,N,Debit,2,1,14.18
TXN-0006074,ST-TOR-002,Central,N,Mobile,4,3,45.84
TXN-0006075,ST-SCA-001,Central,Y,Debit,4,4,26.14
TXN-0006076,ST-SCA-001,Central,Y,Debit,3,2,49.14
TXN-0006077,ST-SCA-001,Central,Y,Credit,1,1,5.42
TXN-0006078,ST-SCA-001,Central,N,Debit,3,3,17.16
TXN-0006079,ST-SCA-001,Central,Y,Cash,8,5,92.27
